Doc,NormalizedTF
D7652,0.1
D7655,0.066666667
D7656,0
D7661,0
D7663,0
D7666,0
D7668,0.028571429
D7670,0
D7679,0.021276596
D7681,0
D7682,0
D7689,0.01754386
D7690,0
D7691,0
D7693,0
D7698,0
D7700,0
D7701,0
D7706,0
D7709,0
D7712,0.076923077
D7713,0
D7714,0
D7715,0
D7718,0
D7726,0
D7733,0
D7734,0
D7735,0
D7736,0
D7738,0
D7741,0
D7744,0
D7746,0.066666667
D7751,0.016393443
D7754,0
D7756,0
D7758,0
D7761,0
D7762,0
D7771,0
D7774,0
D7778,0
D7780,0
D7792,0
D7795,0
D7797,0.117647059
D7802,0
D7804,0
D7809,0.142857143
D7810,0.076923077
D7813,0
D7814,0
D7815,0.047619048
D7829,0
D7835,0.105263158
D7843,0
D7847,0.090909091
D7850,0
D7851,0.2
D7853,0
D7854,0.055555556
D7855,0
D7861,0
D7867,0
D7868,0.037037037
D7871,0
D7879,0
D7885,0
D7887,0
D7890,0
D7892,0.266666667
D7893,0.363636364
D7896,0
D7900,0
D7903,0
D7906,0
D7911,0
D7913,0
D7915,0.058823529
D7917,0.04
D7918,0
D7923,0.083333333
D7925,0
D7928,0
D7929,0
D7931,0.083333333
D7932,0
D7933,0
D7934,0.076923077
D7935,0
D7936,0
D7939,0
D7941,0
D7946,0
D7948,0
D7957,0
D7960,0
D7969,0
D7971,0
D7972,0.05
D7977,0.052631579
D7986,0.083333333
D7987,0
D7989,0
D7990,0.166666667
D7999,0
D8001,0
D8010,0
D8012,0
D8016,0.025641026
D8018,0
D8021,0
D8024,0
D8026,0
D8029,0
D8036,0
D8038,0
D8043,0
D8052,0
D8053,0
D8055,0
D8056,0
D8057,0
D8059,0
D8066,0
D8067,0
D8073,0
D8074,0
D8078,0
D8081,0
D8088,0.111111111
D8090,0
D8093,0
D8099,0.076923077
D8100,0
D8102,0
D8103,0
D8110,0
D8112,0.033333333
D8115,0
D8121,0
D8124,0
D8126,0
D8131,0.476190476
D8132,0.2
D8136,0
D8138,0
D8144,0
D8145,0
D8146,0.111111111
D8149,0
D8150,0
D8151,0
D8160,0
D8168,0
D8173,0
D8175,0
D8177,0.125
D8186,0
D8188,0
D8191,0.043478261
D8197,0
D8198,0.0625
D8201,0
D8202,0
D8207,0
D8210,0.1
D8211,0.076923077
D8215,0.0625
D8219,0
D8235,0
D8244,0
D8245,0
D8250,0
D8255,0
D8260,0
D8262,0
D8267,0.090909091
D8268,0.047619048
D8275,0
D8280,0
D8283,0
D8290,0
D8295,0
D8297,0.066666667
D8304,0
D8306,0
D8318,0
D8320,0
D8321,0
D8324,0
D8326,0
D8332,0
D8333,0
D8334,0.090909091
D8339,0
D8340,0
D8342,0.088235294
D8343,0
D8346,0.055555556
D8358,0
D8359,0.111111111
D8360,0
D8361,0
D8362,0
D8363,0
D8364,0.090909091
D8365,0
D8366,0
D8368,0
D8369,0.076923077
D8374,0
D8375,0
D8376,0
D8381,0
D8384,0
D8387,0
D8388,0
D8391,0.1
D8392,0
D8393,0
D8394,0
D8395,0
D8397,0.125
D8405,0
D8407,0
D8412,0
D8418,0.083333333
D8420,0
D8421,0
D8424,0.125
D8425,0
D8431,0.222222222
D8432,0
D8433,0
D8434,0
D8435,0
D8441,0.052631579
D8442,0.020408163
D8446,0
D8447,0.083333333
D8452,0
D8455,0.117647059
D8458,0.042553191
D8459,0
D8470,0
D8473,0
D8478,0
D8479,0.023809524
D8486,0
D8487,0
D8491,0
D8492,0
D8493,0
D8497,0.076923077
D8499,0
D8501,0.052631579
D8502,0.142857143
D8505,0
D8508,0
D8510,0
D8512,0.166666667
D8521,0
D8523,0
D8528,0.038461538
D8533,0
D8546,0
D8550,0
D8552,0
D8554,0.058823529
D8559,0
D8568,0
D8569,0
D8572,0
D8573,0
D8574,0
D8577,0
D8578,0
D8580,0
D8582,0
D8584,0
D8585,0
D8586,0
D8589,0
D8593,0.071428571
D8597,0
D8598,0
D8609,0
D8610,0.1
D8611,0
D8612,0.035714286
D8616,0
D8619,0
D8620,0
D8624,0
D8627,0
D8628,0
D8632,0
D8635,0
D8636,0
D8639,0
D8641,0
D8642,0
D8643,0.05
D8648,0
D8649,0
D8652,0
D8659,0.285714286
D8660,0
D8661,0
D8665,0.071428571
D8666,0
D8670,0
D8672,0
D8674,0.066666667
D8676,0.083333333
D8678,0.0625
D8682,0
D8684,0
D8685,0
D8688,0
D8690,0
D8695,0
D8697,0
D8700,0
D8703,0
D8707,0
D8711,0
D8713,0
D8714,0
D8716,0
D8717,0
D8720,0
D8725,0
D8727,0
D8731,0
D8732,0
D8735,0.05
D8739,0.045454545
D8747,0
D8751,0
D8752,0
D8753,0
D8767,0
D8772,0
D8773,0
D8777,0
D8779,0.037037037
D8786,0
D8790,0
D8799,0
D8816,0
D8822,0
D8824,0
D8831,0
D8834,0
D8837,0
D8840,0
D8843,0
D8845,0
D8850,0
D8857,0
D8858,0
D8862,0
D8864,0
D8867,0
D8868,0
D8878,0
D8891,0
D8896,0.02
D8899,0
D8902,0
D8907,0
D8908,0
D8910,0
D8922,0
D8925,0
D8928,0
D8942,0
D8944,0
D8946,0
D8948,0
D8951,0
D8952,0
D8956,0
D8957,0
D8958,0.027777778
D8960,0
D8962,0
D8966,0
D8967,0
D8974,0
D8979,0.015625
D8981,0
D8985,0
D8992,0
D8999,0
D9003,0
D9004,0
D9008,0
D9017,0
D9018,0
D9021,0
D9026,0
D9042,0
D9046,0
D9051,0
D9056,0
D9061,0
D9066,0
D9073,0
D9077,0
D9079,0
D9084,0
D9085,0
D9088,0
D9091,0
D9092,0
D9093,0
D9094,0
D9099,0
D9100,0
D9104,0
D9108,0
D9109,0
D9111,0
D9120,0
D9136,0
D9140,0
D9141,0.0625
D9143,0.03030303
D9145,0
D9146,0
D9148,0
D9162,0
D9163,0
D9171,0.029411765
D9182,0
D9192,0
D9197,0
D9202,0
D9206,0
D9214,0
D9219,0
D9221,0
D9225,0
D9233,0
D9236,0
D9240,0
D9245,0
D9254,0
D9257,0
D9265,0
D9267,0
D9273,0
D9280,0
D9287,0
D9289,0
D9290,0
D9300,0
D9313,0
D9314,0.034482759
D9326,0.008474576
D9327,0
D9331,0
D9336,0
D9338,0
D9340,0
D9344,0
D9347,0
D9354,0
D9355,0
D9364,0
D9365,0
D9366,0.05
D9367,0
D9388,0
D9393,0
D9395,0
D9400,0
D9403,0
D9407,0
D9408,0
D9416,0
D9426,0
D9430,0
D9433,0
D9435,0
D9436,0
D9446,0.016666667
D9450,0
D9455,0
D9457,0
D9463,0
D9472,0
D9474,0
D9477,0
D9484,0
D9487,0.034482759
D9508,0
D9509,0
D9511,0
D9518,0
D9522,0
D9525,0
D9529,0
D9530,0.021276596
D9534,0
D9570,0
D9572,0
D9574,0
D9581,0
D9582,0
D9583,0
D9594,0
D9596,0.023255814
D9600,0
D9608,0
D9611,0
D9613,0
D9618,0
D9620,0
D9621,0
D9628,0
D9641,0
D9645,0
D9654,0
D9656,0
D9661,0.00591716
D9672,0
D9686,0
D9690,0
D9692,0
D9699,0
D9703,0
D9706,0
D9707,0
D9712,0
D9715,0
D9717,0
D9720,0
D9724,0
D9730,0
D9732,0
D9752,0
D9762,0
D9765,0
D9779,0
D9780,0
D9782,0
D9783,0.076923077
D9791,0
D9795,0
D9805,0
D9807,0
D9829,0
D9831,0
D9832,0
D9833,0
D9835,0
D9837,0
D9838,0
D9840,0
D9847,0
D9849,0
D9850,0
D9856,0
D9863,0
D9893,0
D9895,0.071428571
D9902,0
D9908,0
D9912,0
D9913,0.015748031
D9914,0
D9918,0
D9921,0
D9924,0
D9928,0
D9936,0
D9941,0
D9942,0
D9949,0
D9950,0
D9951,0
D9965,0
D9990,0
D9991,0
D9995,0
D9998,0
D10005,0
D10008,0.029411765
D10012,0
D10019,0
D10026,0.021052632
D10028,0
D10041,0
D10046,0
D10053,0
D10055,0
D10071,0
D10079,0
D10080,0
D10085,0
D10095,0.027027027
D10103,0
D10110,0.021276596
D10113,0
D10123,0
D10133,0
D10144,0
D10146,0
D10148,0
D10164,0
D10168,0.0125
D10172,0
D10174,0
D10176,0
D10177,0.005649718
D10178,0
D10181,0
D10182,0
D10186,0
D10193,0
D10196,0
D10204,0
D10207,0
D10210,0.02173913
D10211,0
D10213,0
D10214,0
D10220,0
D10223,0
D10227,0
D10233,0
D10237,0
D10240,0
D10244,0
D10249,0
D10258,0
D10261,0
D10262,0
D10264,0
D10267,0
D10272,0
D10284,0.076923077
D10285,0.083333333
D10291,0
D10297,0
D10299,0
D10304,0.090909091
D10307,0
D10308,0
D10311,0
D10312,0
D10321,0.029411765
D10323,0.085714286
D10324,0.076923077
D10325,0.08
D10326,0.074074074
D10327,0.125
D10328,0
D10330,0
D10331,0
D10332,0.05
D10334,0.083333333
D10335,0.038461538
D10338,0.095238095
D10341,0
D10342,0
D10344,0.084337349
D10345,0.068965517
D10346,0.044444444
D10348,0.033333333
D10349,0.081967213
D10350,0.052631579
D10351,0.013888889
D10357,0.032258065
D10358,0.037037037
D10360,0.153846154
D10363,0
D10364,0
D10370,0
D10376,0.052631579
D10381,0.052631579
D10383,0.05
D10385,0
D10388,0.066666667
D10393,0.068965517
D10394,0.052631579
D10395,0.066666667
D10396,0.116666667
D10397,0.044117647
D10398,0.076923077
D10399,0.025
D10400,0.074074074
D10406,0
D10407,0
D10411,0
D10413,0.033333333
D10418,0
D10422,0.101449275
D10424,0.071428571
D10425,0.025
D10426,0
D10429,0
D10430,0
D10436,0.016393443
D10437,0
D10439,0
D10443,0
D10444,0
D10446,0.032786885
D10449,0
D10450,0
D10458,0
D10464,0.05
D10466,0.058823529
D10467,0
D10468,0.052631579
D10469,0
D10470,0
D10472,0
D10477,0.051282051
D10478,0.153846154
D10479,0.095890411
D10480,0.101694915
D10481,0.066666667
D10482,0.333333333
D10483,0.166666667
D10488,0
D10490,0.058823529
D10491,0.043478261
D10492,0.08
D10495,0.027777778
D10496,0
D10497,0
D10500,0.021276596
D10501,0
D10505,0.12
D10508,0.0625
D10511,0.111111111
D10513,0.044444444
D10516,0
D10517,0
D10520,0
D10523,0
D10525,0
D10526,0.058823529
D10534,0
D10537,0
D10538,0.027777778
D10544,0.055555556
D10545,0.058823529
D10546,0
D10547,0
D10549,0
D10550,0.074074074
D10553,0.041666667
D10555,0
D10557,0.04
D10558,0
D10564,0.053333333
D10565,0
D10566,0.055555556
D10568,0.142857143
D10570,0.045454545
D10573,0.2
D10575,0
D10578,0
D10581,0.026315789
D10583,0.055555556
D10585,0
D10588,0.086956522
D10589,0
D10590,0
D10595,0
D10598,0
D10600,0
D10607,0
D10611,0
D10612,0
D10613,0
D10620,0
D10626,0.1
D10632,0
D10635,0.055555556
D10638,0
D10642,0.05
D10650,0
D10653,0.066666667
D10661,0.083333333
D10662,0
D10663,0
D10665,0.066666667
D10666,0
D10668,0
D10674,0
D10682,0.090909091
D10688,0
D10692,0
D10695,0
D10699,0
D10705,0
D10706,0
D10708,0
D10709,0
D10711,0.0625
D10713,0
D10715,0
D10717,0
D10729,0
D10730,0
D10731,0.1
D10737,0.076923077
D10741,0
D10743,0
D10744,0
D10745,0
D10747,0
D10749,0
D10758,0
D10762,0
D10763,0
D10765,0
D10766,0
D10769,0
D10774,0
D10775,0.04
D10780,0.146341463
D10781,0
D10783,0
D10785,0
D10787,0
D10791,0
D10809,0
D10814,0
D10817,0
D10824,0
D10825,0
D10831,0
D10832,0
D10834,0
D10839,0
D10840,0.03030303
D10842,0
D10844,0
D10845,0
D10847,0
D10849,0
D10851,0
D10853,0
D10855,0
D10858,0
D10863,0
D10864,0.028571429
D10888,0
D10899,0
D10910,0
D10919,0
D10927,0
D10935,0
D10939,0
D10941,0
D10943,0
D10949,0
D10951,0
D10955,0
D10956,0
D10961,0
D10963,0
D10971,0
D10984,0
D10986,0
D10987,0.111111111
D10994,0.05
D11001,0
D11004,0
D11013,0
D11019,0
D11020,0
D11050,0
D11051,0
D11058,0
D11061,0
D11062,0
D11063,0
D11068,0
D11071,0
D11084,0
D11093,0
D11094,0
D11099,0
D11102,0
D11106,0
D11108,0
D11112,0
D11115,0.052631579
D11116,0
D11126,0.023809524
D11129,0
D11132,0
D11136,0.111111111
D11137,0.1
D11139,0
D11145,0
D11152,0
D11154,0.03030303
D11161,0
D11164,0
D11166,0.05
D11170,0
D11171,0.073170732
D11174,0
D11181,0
D11183,0
D11193,0
D11199,0
D11200,0
D11209,0
D11212,0
D11215,0
D11222,0
D11228,0
D11230,0.033333333
D11231,0
D11232,0
D11233,0
D11237,0
D11238,0
D11240,0
D11247,0
D11249,0
D11250,0
D11251,0
D11264,0
D11276,0
D11277,0
D11280,0
D11290,0
D11294,0
D11297,0
D11313,0
D11316,0
D11320,0
D11325,0
D11327,0
D11330,0
D11335,0
D11342,0
D11348,0
D11352,0.137931034
D11353,0.052631579
D11355,0
D11366,0
D11370,0
D11372,0
D11376,0
D11385,0
D11389,0
D11392,0
D11395,0
D11402,0
D11408,0
D11410,0
D11418,0
D11426,0
D11432,0
D11438,0
D11440,0
D11442,0
D11444,0
D11446,0
D11450,0
D11454,0
D11458,0
D11459,0
D11470,0
D11471,0
D11475,0
D11480,0
D11486,0
D11496,0
D11500,0
D11501,0
D11503,0
D11510,0
D11517,0
D11518,0
D11521,0
D11522,0
D11525,0
D11527,0
D11530,0
D11531,0
D11533,0
D11541,0.05
D11542,0
D11553,0
D11561,0
D11565,0.05
D11576,0
D11579,0
D11581,0
D11583,0
D11584,0
D11588,0.035714286
D11592,0
D11602,0
D11608,0
D11612,0
D11621,0
D11632,0
D11635,0
D11636,0
D11645,0
D11657,0
D11673,0
D11681,0
D11685,0
D11699,0.125
D11700,0
D11706,0
D11710,0
D11717,0.028571429
D11737,0
D11739,0
D11740,0
D11741,0
D11743,0
D11750,0
D11754,0
D11755,0
D11756,0.052631579
D11759,0
D11761,0
D11767,0
D11777,0
D11779,0
D11780,0
D11786,0
D11804,0
D11811,0
D11813,0
D11815,0
D11817,0
D11821,0
D11831,0
D11838,0
D11839,0.027027027
D11840,0
D11848,0
D11856,0
D11865,0
D11868,0
D11874,0
D11876,0
D11879,0
D11883,0
D11888,0
D11889,0.181818182
D11892,0.090909091
D11893,0
D11894,0
D11895,0
D11900,0
D11901,0
D11904,0
D11921,0
D11930,0
D11943,0
D11951,0
D11956,0
D11957,0
D11960,0
D11962,0
D11965,0
D11969,0
D11977,0
D11979,0
D11982,0
D11983,0
D11985,0.068965517
D11986,0
D11987,0
D11989,0
D11994,0
D12000,0
D12003,0
D12010,0
D12012,0
D12020,0
D12021,0
D12025,0
D12026,0
D12030,0
D12032,0.035714286
D12034,0
D12036,0.015873016
D12041,0
D12042,0
D12045,0
D12047,0.03030303
D12070,0.041666667
D12074,0
D12076,0.034482759
D12077,0.076923077
D12079,0
D12080,0
D12083,0
D12086,0
D12106,0
D12114,0
D12129,0
D12130,0
D12136,0
D12138,0.033333333
D12145,0
D12149,0
D12158,0
D12160,0
D12161,0
D12165,0
D12170,0
D12184,0
D12188,0
D12193,0
D12197,0
D12208,0
D12209,0
D12212,0
D12215,0
D12222,0
D12223,0
D12236,0.02173913
D12238,0.032258065
D12243,0
D12248,0
D12256,0
D12257,0
D12261,0
D12265,0
D12268,0
D12269,0
D12271,0
D12273,0
D12277,0.010204082
D12279,0
D12282,0
D12305,0
D12313,0
D12316,0
D12318,0
D12319,0
D12321,0
D12322,0
D12323,0
D12336,0
D12342,0
D12345,0
D12347,0
D12349,0
D12352,0
D12357,0.09375
D12364,0
D12370,0
D12372,0
D12374,0
D12376,0
D12378,0
D12383,0
D12391,0
D12392,0
D12400,0
D12405,0
D12410,0
D12411,0
D12418,0
D12422,0
D12425,0.111111111
D12435,0.142857143
D12445,0
D12446,0
D12447,0
D12451,0
D12456,0
D12459,0
D12470,0
D12472,0
D12473,0
D12474,0
D12475,0
D12481,0
D12482,0
D12486,0
D12490,0
D12491,0
D12498,0
D12499,0
D12502,0
D12504,0
D12507,0
D12513,0
D12516,0
D12532,0
D12533,0
D12544,0
D12550,0
D12557,0
D12560,0.111111111
D12561,0
D12564,0
D12574,0
D12579,0
D12585,0
D12611,0
D12613,0
D12623,0
D12630,0
D12637,0.018867925
D12638,0
D12640,0
D12645,0
D12646,0.029411765
D12648,0
D12650,0
D12657,0
D12661,0
D12662,0
D12669,0
D12671,0
D12690,0
D12694,0
D12699,0
D12700,0
D12701,0
D12706,0
D12709,0
D12716,0
D12723,0
D12724,0
D12735,0
D12738,0
D12741,0
D12743,0
D12749,0
D12750,0
D12757,0
D12768,0
D12774,0
D12776,0
D12778,0
D12785,0
D12789,0
D12791,0
D12792,0
D12793,0
D12796,0
D12799,0
D12808,0
D12809,0
D12815,0
D12816,0
D12818,0
D12819,0
D12823,0
D12830,0.04
D12846,0
D12853,0
D12856,0
D12859,0
D12863,0
D12868,0
D12877,0
D12882,0
D12884,0
D12885,0
D12889,0
D12894,0
D12903,0
D12904,0
D12910,0
D12912,0
D12914,0
D12915,0
D12924,0
D12926,0
D12929,0
D12930,0
D12938,0
D12939,0
D12946,0
D12948,0
D12951,0
D12957,0
D12977,0
D12979,0
D12980,0
D12996,0
D12998,0
D13002,0
D13005,0
D13008,0
D13009,0
D13012,0
D13013,0
D13018,0
D13022,0
D13028,0
D13029,0
D13030,0
D13036,0
D13042,0.026315789
D13044,0
D13048,0
D13050,0
D13055,0
D13058,0
D13064,0
D13072,0
D13078,0.066666667
D13080,0
D13095,0
D13097,0
D13108,0.222222222
D13109,0
D13111,0
D13113,0
D13116,0
D13120,0
D13124,0
D13125,0
D13129,0.01754386
D13130,0
D13131,0.060606061
D13132,0
D13135,0.0625
D13136,0
D13145,0
D13146,0
D13147,0.035714286
D13156,0
D13157,0
