title,Length,Uppercase(num),Exclamation/Question(num),SpellMiss(num),FirstPronouns(num),SecondPronouns(num),ThirdPronouns(num),BadWord(num),Emot(num),EmotMean(score),SentiPos(num),SentiNeg(num),Senti(score),FRE,SMOG,CLI,ARI,FOG,FKGL
D649,28,0,0,1,3,1,1,0,0,0,6,1,1.934083333,81.72928571,8.477225575,2.0420285,7.709285714,12.62857143,8.815714286
D650,7,0,0,0,0,0,0,0,0,0,0,0,0,151.3871429,3,-7.427877571,-7.837142857,2.8,-6.117142857
D651,9,0,1,2,1,0,0,0,0,0,1,0,0.291666667,131.9,3,-0.142093,-1.753333333,3.6,-2.902222222
D652,19,0,0,3,1,0,1,0,0,0,3,1,0.333333333,102.95,3,2.447784632,3.935263158,7.6,3.62
D653,98,0,1,7,5,8,7,4,0,0,14,10,0.885416667,2.909897959,10.74596669,5.016749796,44.48755102,40.01632653,37.19938776
D654,21,0,0,1,3,2,0,1,0,0,2,3,-0.293269231,104.9485714,3,0.989816714,3.648571429,8.4,3.838095238
D655,41,0,0,3,1,3,2,2,0,0,5,2,0.6625,66.17609756,3,3.555095024,15.15292683,16.4,14.21463415
D656,36,0,0,3,3,1,0,1,0,0,3,6,-1.729166667,69.245,12.48683298,1.833526083,11.35416667,17.73333333,12.54444444
D657,34,1,0,5,4,3,1,0,0,0,4,2,0.020833333,70.30735294,12.48683298,3.043776412,11.36235294,17.12941176,11.89941176
D658,16,1,0,3,3,0,0,0,1,0.25,1,1,0.309083333,121.8575,3,-2.582890812,-1.360625,6.4,0.2375
D659,7,0,0,1,0,1,0,0,1,0.4375,2,0,0.559083333,151.3871429,3,-4.067962714,-5.145714286,2.8,-6.117142857
D660,24,0,0,2,2,1,0,2,0,0,4,6,-0.940916667,108.45,8.477225575,1.340927042,5.28875,11.26666667,4.095
D661,16,0,1,2,0,0,2,0,0,0,1,2,-1.093107143,105.995,8.477225575,2.194488125,2.46625,8.9,2.45
D662,25,2,6,7,2,3,0,0,1,0.4375,0,0,0,96.86,3,5.82952668,9.3448,10,5.96
D663,20,0,2,1,1,3,0,0,1,-0.475,1,3,-0.166666667,93.475,3,3.59330305,5.2905,8,5.19
D664,15,0,1,1,1,1,1,0,1,-0.375,0,1,-0.5625,90.09,10.74596669,3.0021842,2.712,11.33333333,4.42
D665,10,0,3,2,0,0,0,0,0,0,0,0,0,145.925,3,-4.6478896,-5.126,4,-4.61
D666,40,1,14,6,3,6,0,1,0,0,3,10,-1.869791667,62.6,12.48683298,6.68492545,17.1745,19,14.465
D667,13,0,5,1,0,2,0,0,0,0,0,0,0,122.0553846,3,0.467396846,-0.075384615,5.2,-0.535384615
D668,25,0,1,1,2,3,1,0,0,0,4,0,1.020833333,93.476,8.477225575,3.24239224,7.2724,11.6,6.432
D669,9,0,3,2,0,2,0,0,1,0.4375,0,0,0,122.5,3,-0.142093,-1.753333333,3.6,-1.591111111
D670,7,1,1,2,0,1,1,1,1,0.4375,1,1,-0.0625,163.4728571,3,-4.907941429,-5.818571429,2.8,-7.802857143
D671,9,1,1,3,1,0,0,0,0,0,1,0,0.1875,178.9,3,-7.981894333,-8.033333333,3.6,-9.457777778
D672,19,0,0,5,0,0,0,1,1,-0.475,3,2,0.182142857,107.4026316,3,1.828852947,3.439473684,7.6,2.998947368
D673,44,0,0,3,4,6,0,2,0,0,8,2,1.5625,73.72954545,3,4.106236318,17.055,17.6,13.90636364
D674,29,1,1,3,2,2,1,0,2,0.0625,5,1,1.0625,92.8,8.477225575,2.64327931,8.661724138,12.97931034,7.52
D675,47,0,1,5,3,0,4,2,0,0,5,4,-0.145833333,47.53,15.24744871,6.213360915,20.20851064,23.05531915,18.30595745
D676,26,0,1,8,1,1,1,0,1,0.4375,2,0,0.333333333,79.57576923,8.477225575,2.509961615,7.149230769,11.93846154,8.619230769
D677,41,24,3,21,3,3,0,0,0,0,1,3,-0.28125,136.3321951,3,0.543464024,12.7404878,16.4,4.429268293
D678,46,0,1,5,2,4,2,0,0,0,7,5,-0.46875,60.83195652,8.477225575,5.669346935,19.28369565,19.26956522,16.20217391
D679,10,0,1,1,0,2,0,0,1,0.4375,1,0,0.3125,103.625,3,-1.119979,-2.3,4,1.29
D680,26,0,1,2,1,3,2,0,0,0,2,1,-0.154625,95.845,3,2.509961615,7.149230769,10.4,6.35
D681,15,0,0,1,4,1,0,0,0,0,0,0,0,135.21,3,-3.661646933,-2.626,6,-1.873333333
D682,37,0,3,4,2,3,2,0,0,0,5,2,0.340333333,84.68,3,1.833667243,11.83648649,14.8,10.64
D683,10,0,0,3,0,2,0,0,0,0,0,0,0,137.465,3,0.0559912,-1.358,4,-3.43
D684,17,2,1,3,1,1,0,0,0,0,1,1,0.5,134.8388235,8.477225575,2.519435882,3.139411765,9.152941176,-1.324705882
D685,17,0,1,2,2,3,0,3,0,0,1,3,-0.625,114.9329412,3,0.790067941,1.754117647,6.8,1.451764706
D686,11,0,0,3,0,2,0,1,0,0,1,1,0,126.4518182,3,-2.989131364,-3.512727273,4.4,-1.645454545
D687,17,0,0,4,0,2,0,3,0,0,2,3,-0.1,104.98,3,1.135941529,2.031176471,6.8,2.84
D688,62,0,5,7,3,5,1,4,0,0,6,3,0.036458333,55.21145161,10.74596669,3.542769855,25.44725806,26.09032258,20.96096774
D689,18,0,1,0,1,1,0,0,0,0,2,0,0.5,89.865,8.477225575,2.808278333,3.793333333,9.422222222,5.196666667
D690,21,0,0,2,1,2,0,0,1,0.4375,3,0,0.541666667,72.72,12.48683298,8.269632238,9.48,14.11428571,8.333333333
D691,8,0,0,2,0,1,0,0,0,0,0,0,0,114.115,8.477225575,-1.859661,-3.3,8.2,-0.67
D692,42,0,2,5,4,1,0,0,0,0,7,3,0.479166667,57.44785714,10.74596669,7.154137405,18.52214286,18.7047619,15.68047619
D693,24,0,2,4,0,0,0,0,0,0,2,0,0.865131579,73.2,10.74596669,4.280852542,7.64375,12.93333333,9.011666667
D694,20,0,0,7,0,0,1,0,0,0,1,1,0.4375,106.165,3,3.59330305,5.2905,8,3.42
D695,28,0,3,6,0,1,1,0,0,0,2,2,-0.418269231,93.815,3,2.0420285,7.709285714,11.2,7.13
D696,41,0,2,3,2,0,3,0,0,0,2,3,-0.28125,70.30292683,12.48683298,3.268273024,14.92317073,19.32682927,13.63902439
D697,15,0,1,3,1,2,0,0,0,0,2,1,0,107.01,3,-0.133736333,0.2,6,2.06
D698,3,0,0,0,0,0,0,0,0,0,0,0,0,203.79,3,-17.82342933,-13.65,1.2,-14.42
D699,30,0,1,3,3,2,0,0,1,0.4375,6,0,1.895833333,60.765,12.48683298,6.5363623,12.253,16,12.23666667
D700,56,0,2,8,3,3,0,0,0,0,11,4,0.630208333,23.095,18.49193338,8.660218464,26.5875,28.11428571,23.95
D701,15,0,1,1,0,1,0,0,0,0,3,2,0.234375,73.17,13.95445115,7.706065,6.48,16.66666667,6.78
D702,47,0,0,3,3,2,1,0,0,0,5,4,0.75,74.53,8.477225575,4.086606298,18.50489362,19.65106383,14.54
D703,28,0,0,8,1,0,0,0,0,0,3,2,0.78125,93.815,12.48683298,5.611938036,10.56892857,15.48571429,7.13
D704,35,1,1,1,3,1,0,0,0,0,5,3,0.044230769,77.04142857,10.74596669,0.657406657,9.930857143,16.28571429,11.20857143
D705,32,5,4,5,1,0,0,0,0,0,3,4,-1.12891604,105.6175,3,3.670326656,10.9078125,12.8,6.4775
D706,13,0,1,1,0,0,0,0,0,0,2,0,0.375,76.50153846,10.74596669,4.990359154,3.547692308,11.35384615,5.818461538
D707,27,0,1,2,1,1,0,0,1,-0.375,5,0,1.525,94.83,3,0.960696074,6.374444444,10.8,6.74
D708,7,0,0,3,0,0,0,0,0,0,1,0,0.25,90.95857143,8.477225575,9.371696714,5.62,8.514285714,2.311428571
D709,24,0,1,4,0,1,3,1,0,0,0,1,-0.175,66.15,10.74596669,6.240802875,9.21375,12.93333333,9.995
D710,19,1,1,3,1,2,0,0,0,0,2,0,0.171875,94.04473684,8.477225575,4.923511368,5.918421053,9.705263158,4.862105263
D711,21,0,2,0,1,0,2,0,0,0,2,1,0.1875,88.83428571,3,3.509752857,5.667142857,8.4,6.085714286
D712,25,0,1,3,1,2,1,0,0,0,5,0,0.945833333,66.404,10.74596669,6.06472072,9.5332,13.2,10.208
D713,13,0,1,4,0,0,1,0,1,0.4375,2,1,0.171875,102.5323077,3,5.442655385,3.91,5.2,2.187692308
D714,9,0,1,2,0,1,0,0,0,0,1,1,0.375,141.3,3,0.511223778,-1.23,3.6,-4.213333333
D715,22,0,1,1,1,0,1,0,0,0,6,0,0.567708333,76.83227273,10.74596669,5.839191727,7.981818182,12.43636364,8.008181818
D716,18,0,2,3,0,0,0,0,0,0,2,3,0.146428571,118.065,3,0.195011222,1.7,7.2,1.263333333
D717,31,0,0,2,2,0,0,0,0,0,4,2,0.354166667,79.85387097,3,4.298427645,10.93483871,12.4,9.822580645
D718,8,0,2,2,0,0,0,0,0,0,0,0,0,92.965,8.477225575,9.900041,6.12,8.2,2.28
D719,17,0,1,2,1,0,0,0,0,0,3,2,0.260416667,90.05058824,10.74596669,3.211183059,3.693529412,11.50588235,4.922352941
D720,25,0,1,3,1,0,0,0,1,0.4375,1,2,0.041666667,79.94,12.48683298,4.1831684,8.026,14.8,8.32
D721,12,0,1,1,0,2,0,0,0,0,2,1,0.3125,103.005,3,6.2329685,4.195,4.8,1.873333333
D722,41,1,1,2,1,0,3,0,0,0,11,2,2.023464912,64.11268293,8.477225575,4.702383024,16.07195122,17.37560976,14.50243902
D723,10,0,1,0,0,0,1,0,0,0,1,1,0.125,103.625,3,0.6439763,-0.887,4,1.29
D724,13,0,1,0,0,1,0,0,0,0,2,1,-0.041666667,96.02461538,10.74596669,3.633470462,2.460769231,11.35384615,3.095384615
D725,43,0,1,3,0,2,3,0,0,0,7,5,-0.2875,53.01325581,15.24744871,7.987708767,19.67674419,21.85116279,16.54744186
D726,16,0,1,0,1,0,1,0,0,0,5,0,0.609375,105.995,3,4.766922938,4.526875,6.4,2.45
D727,11,0,1,0,0,0,0,0,1,0.4375,3,2,0.68452381,126.4518182,3,-0.851003727,-1.8,4.4,-1.645454545
D728,12,0,1,1,0,1,0,0,0,0,0,2,-1.0625,88.905,8.477225575,3.293043,1.84,8.133333333,3.84
D729,19,0,1,2,0,1,1,0,0,0,2,1,0.125,89.59210526,3,6.161374737,6.91,7.6,5.483157895
D730,10,0,2,0,0,2,0,0,0,0,0,2,-0.5625,103.625,8.477225575,-1.119979,-2.3,8,1.29
D731,12,0,1,1,0,1,0,0,0,0,0,1,-0.75,103.005,8.477225575,0.3531175,-0.515,8.133333333,1.873333333
D732,13,0,4,1,0,1,0,0,0,0,0,2,-1,76.50153846,10.74596669,2.276581769,1.373846154,11.35384615,5.818461538
D733,11,0,1,0,0,1,0,0,1,0.4375,3,0,0.532875,111.07,3,-0.316471818,-1.371818182,4.4,0.5
D734,10,0,1,0,0,1,0,0,0,0,0,2,-0.25,86.705,10.74596669,2.9959167,0.997,12,3.65
D735,11,0,1,1,1,1,0,0,0,0,2,0,0.844298246,126.4518182,3,-1.385535636,-2.228181818,4.4,-1.645454545
D736,12,0,1,0,0,1,0,0,0,0,2,0,1.1875,117.105,3,-1.11684525,-1.6925,4.8,-0.093333333
D737,12,1,1,1,0,1,0,0,0,0,0,0,0,124.155,8.477225575,-1.11684525,-1.6925,8.133333333,-1.076666667
D738,54,0,1,2,1,1,0,0,1,0.4375,7,4,0.171875,39.225,15.24744871,5.755167722,23.27611111,25.3037037,21.20333333
D739,20,1,1,1,0,4,0,0,0,0,4,0,0.5,89.245,8.477225575,5.0632658,6.468,10,5.78
D740,21,0,1,2,1,1,0,0,1,0.4375,1,0,0.125,80.77714286,10.74596669,5.46970319,7.237142857,12.20952381,7.20952381
D741,42,0,3,2,1,2,0,0,0,0,4,3,0.671875,71.54785714,8.477225575,3.094240286,15.27,17.75238095,13.71380952
D742,11,0,1,1,0,1,0,0,0,0,0,1,-0.625,126.4518182,3,-3.523663273,-3.940909091,4.4,-1.645454545
D743,12,0,1,2,1,1,0,0,1,0.4375,2,0,0.25,124.155,3,-3.076795583,-3.2625,4.8,-1.076666667
D744,27,0,1,3,3,1,0,0,0,0,2,3,-1.067125,94.83,3,2.26732963,7.421111111,10.8,6.74
D745,16,0,1,0,1,1,0,0,0,0,3,1,0.296875,90.1325,8.477225575,2.9294695,3.055,8.9,4.6625
D746,9,0,1,0,0,1,0,0,0,0,0,2,-0.612,122.5,3,-0.795409778,-2.276666667,3.6,-1.591111111
D747,14,0,1,2,0,1,0,0,0,0,0,2,-0.625,101.9821429,3,4.345254786,3.400714286,5.6,2.512857143
D748,15,0,1,2,0,1,1,0,0,0,1,2,-0.416666667,107.01,3,2.610194133,2.398,6,2.06
D749,12,0,1,0,0,1,0,0,0,0,3,2,0.09375,124.155,3,1.82308025,0.6625,4.8,-1.076666667
D750,35,1,2,6,3,2,1,1,2,0.125,3,3,0.741666667,98.79571429,10.74596669,-0.518563543,8.988857143,16.28571429,8.174285714
D751,10,0,1,2,0,1,0,0,0,0,0,2,-0.875,86.705,10.74596669,8.2877826,5.236,12,3.65
D752,9,0,1,1,0,1,0,0,0,0,2,0,0.78125,113.1,8.477225575,1.164540556,-0.706666667,8.044444444,-0.28
D753,20,0,1,2,1,2,0,0,1,-1.25,3,2,-0.073666667,85.015,8.477225575,3.00531795,4.8195,10,6.37
D754,12,0,1,0,0,1,0,0,0,0,3,0,1.125,110.055,3,1.333092667,0.27,4.8,0.89
D755,11,0,1,3,0,1,0,0,1,0.4375,1,0,0.046875,80.30636364,8.477225575,5.028847273,2.91,8.036363636,4.790909091
D756,12,0,1,2,0,1,0,0,0,0,0,1,-0.125,88.905,8.477225575,6.722956083,4.5875,8.133333333,3.84
D757,8,0,1,1,0,1,0,0,0,0,0,1,-0.083333333,114.115,3,1.0802645,-0.945,3.2,-0.67
D758,25,0,1,1,1,1,0,0,0,0,3,2,-0.125,76.556,10.74596669,5.12394456,8.7796,13.2,8.792
D759,8,0,1,1,0,1,0,0,0,0,1,1,-0.083333333,103.54,10.74596669,1.0802645,-0.945,13.2,0.805
D760,13,0,1,1,0,1,0,0,0,0,2,1,-0.208333333,89.51692308,12.48683298,2.276581769,1.373846154,14.43076923,4.003076923
D761,12,0,1,2,0,1,0,0,0,0,3,0,0.90625,88.905,8.477225575,5.252993333,3.41,8.133333333,3.84
D762,18,0,1,0,1,1,0,0,0,0,3,1,0.35,99.265,8.477225575,2.481619944,3.531666667,9.422222222,3.885555556
D763,13,0,1,1,0,2,1,0,1,0.4375,3,0,0.5,122.0553846,3,0.015100615,-0.437692308,5.2,-0.535384615
D764,13,0,1,1,1,1,0,0,0,0,4,0,1.113529015,109.04,8.477225575,1.371989308,0.649230769,8.276923077,1.28
D765,13,0,1,0,0,2,0,0,0,0,3,0,1,102.5323077,8.477225575,3.181174231,2.098461538,8.276923077,2.187692308
D766,20,0,1,2,1,1,0,0,0,0,5,1,1.816666667,89.245,8.477225575,2.1233403,4.113,10,5.78
D767,27,0,2,1,0,2,0,0,0,0,2,2,-0.703125,79.16333333,8.477225575,4.227279963,8.991111111,12.28148148,8.925185185
D768,12,0,1,0,0,1,0,0,0,0,4,0,1.09375,81.855,10.74596669,6.722956083,4.5875,11.46666667,4.823333333
D769,18,0,2,3,0,1,1,0,1,0.4375,2,0,1.0625,94.565,8.477225575,2.154961556,3.27,9.422222222,4.541111111
D770,36,0,1,3,2,1,0,0,0,0,4,3,0.25,80.995,8.477225575,1.670196889,11.22333333,15.51111111,10.90555556
D771,19,0,1,3,1,1,0,0,1,0.4375,0,0,0,76.23421053,8.477225575,3.685648,4.926842105,9.705263158,7.346315789
D772,12,0,1,2,0,2,0,0,1,0.4375,1,1,0.075,103.005,3,1.333092667,0.27,4.8,1.873333333
D773,16,0,2,2,1,2,1,0,0,0,4,1,1.0875,111.2825,8.477225575,1.826997438,2.171875,8.9,1.7125
D774,29,0,3,2,1,1,0,0,0,0,3,1,0.779761905,75.29655172,8.477225575,4.670814138,10.28586207,12.97931034,9.96137931
D775,12,3,1,3,0,2,0,0,0,0,3,0,0.5,124.155,8.477225575,0.843105083,-0.1225,8.133333333,-1.076666667
D776,13,0,1,0,0,1,1,0,0,0,1,1,-0.166666667,96.02461538,3,4.990359154,3.547692308,5.2,3.095384615
D777,14,0,1,3,0,1,1,0,0,0,1,0,0,83.85357143,8.477225575,6.445201571,5.082857143,8.457142857,5.041428571
D778,22,0,1,0,0,1,2,0,0,0,2,1,0.1875,96.05954545,8.477225575,2.364734318,5.198636364,10.61818182,5.326363636
D779,47,0,3,4,5,4,0,0,2,0.3125,6,1,0.75,49.33,13.95445115,4.211709511,18.60510638,22.20425532,18.05489362
D780,32,0,2,1,0,4,2,0,0,0,3,4,-0.418402778,79.18,8.477225575,4.589053375,11.64375,14.05,10.165
D781,13,0,1,0,0,1,0,0,0,0,2,1,0.03125,109.04,8.477225575,0.467396846,-0.075384615,8.276923077,1.28
D782,46,1,1,4,2,1,4,0,1,0.4375,3,2,0.824404762,57.15369565,8.477225575,5.285878391,18.97652174,19.26956522,16.71521739
D783,17,0,1,0,1,1,0,0,0,0,0,2,-0.166666667,70.14470588,12.48683298,4.594677412,4.801764706,13.85882353,7.698823529
D784,13,0,1,1,0,1,0,0,0,0,2,0,0.96875,115.5476923,3,1.824285538,1.011538462,5.2,0.372307692
D785,15,0,1,3,1,1,0,0,0,0,4,0,1.563690476,123.93,3,-0.133736333,0.2,6,-0.3
D786,18,0,3,3,0,1,0,0,0,0,1,4,-0.75,113.365,3,0.521669611,1.961666667,7.2,1.918888889
D787,24,0,1,0,2,1,1,0,0,0,4,3,-0.220833333,94.35,3,2.810889792,6.46625,9.6,6.061666667
D788,21,0,1,2,0,1,0,0,0,0,4,0,0.9125,92.86285714,3,4.909717381,6.788571429,8.4,5.523809524
D789,16,0,1,1,0,3,0,0,0,0,4,0,1.135964912,111.2825,3,0.724525375,1.28875,6.4,1.7125
D790,42,0,2,2,2,3,1,0,1,0.4375,5,3,1.193595238,67.51928571,10.74596669,3.094240286,15.27,18.7047619,14.27571429
D791,27,0,1,2,2,2,0,0,0,0,3,1,0.291666667,88.56333333,3,3.573963185,8.467777778,10.8,7.614074074
D792,15,0,1,1,0,2,0,0,1,0.4375,1,1,0.5,112.65,3,-0.917716467,-0.428,6,1.273333333
D793,39,0,1,4,3,2,0,0,0,0,5,2,1.520833333,76.14230769,3,3.341581949,14.01153846,15.6,12.32769231
D794,24,0,1,4,2,1,1,0,1,0.4375,4,2,-0.041666667,94.35,10.74596669,2.320902208,6.07375,12.93333333,6.061666667
D795,40,0,1,3,8,1,1,0,0,0,4,3,0.708333333,81.635,10.74596669,2.128040925,13.52425,18,11.81
D796,13,0,1,0,0,2,0,0,0,0,2,2,0.0875,115.5476923,3,1.371989308,0.649230769,5.2,0.372307692
D797,8,0,1,1,0,1,0,0,1,-0.475,1,1,-0.525,103.54,8.477225575,1.815245875,-0.35625,8.2,0.805
D798,31,0,1,2,2,1,3,0,0,0,5,0,1.041666667,71.66677419,10.74596669,3.919082419,10.63096774,14.98064516,10.96451613
D799,48,0,1,4,1,1,0,0,0,0,6,6,-0.264880952,43.5525,12.48683298,8.694657979,22.685625,21.7,19.10916667
D800,9,0,1,2,0,1,0,0,0,0,0,0,0,94.3,8.477225575,1.817857333,-0.183333333,8.044444444,2.342222222
D801,17,0,1,0,0,2,0,0,0,0,1,2,-0.4375,95.02705882,8.477225575,5.286424588,5.355882353,9.152941176,4.228235294
D802,17,0,1,1,0,2,0,0,0,0,1,1,-0.1875,100.0035294,8.477225575,5.286424588,5.355882353,9.152941176,3.534117647
D803,69,0,1,3,3,3,1,0,0,0,5,5,1.67E-16,35.03478261,10.74596669,5.841139899,30.74956522,28.75942029,25.5142029
D804,44,0,3,5,2,1,4,0,0,0,6,2,0.75,46.81136364,15.24744871,6.778895864,19.19590909,22.14545455,17.66090909
D805,26,0,1,3,0,3,1,0,0,0,4,1,0.559083333,73.06807692,12.48683298,6.128331462,10.04769231,15.01538462,9.526923077
D806,9,0,0,2,0,0,0,0,0,0,2,0,0.425,141.3,3,-0.795409778,-2.276666667,3.6,-4.213333333
D807,17,0,1,5,0,2,0,0,0,0,3,0,0.4375,95.02705882,8.477225575,2.173562294,2.862352941,9.152941176,4.228235294
D808,27,2,3,6,0,1,0,0,1,0.25,5,5,-0.999519231,82.29666667,10.74596669,7.711636111,11.78222222,13.76296296,8.488148148
D809,20,0,2,4,1,1,1,0,0,0,2,3,-0.4375,89.245,3,5.35725835,6.7035,8,5.78
D810,106,0,0,9,9,4,4,0,0,0,18,6,1.146381579,-3.711603774,18.49193338,6.108187698,49.34358491,45.41886792,40.11037736
D811,12,0,1,0,0,1,0,0,0,0,0,0,0,74.805,10.74596669,8.192918833,5.765,11.46666667,5.806666667
D812,86,1,1,8,5,3,0,0,1,0.25,9,5,0.6,3.465930233,18.49193338,7.921524744,40.84813953,38.12093023,34.14069767
D813,46,0,2,5,2,0,1,0,0,0,9,3,1.385416667,60.83195652,10.74596669,6.436284022,19.89804348,20.13913043,16.20217391
D814,15,0,0,2,1,0,0,0,0,0,0,1,-0.125,95.73,8.477225575,3.786164333,3.34,8.666666667,3.633333333
D815,17,0,1,3,2,0,0,0,0,0,3,2,0.138888889,119.9094118,3,-0.247552824,0.922941176,6.8,0.757647059
D816,11,0,2,5,0,0,0,0,0,0,0,2,-0.25,118.7609091,3,0.752592,-0.515454545,4.4,-0.572727273
D817,16,0,3,1,0,0,0,0,1,0.4375,4,0,0.625,105.995,3,3.296960188,3.349375,6.4,2.45
D818,9,0,1,1,0,0,0,0,0,0,2,1,-0.078125,131.9,3,-2.755360111,-3.846666667,3.6,-2.902222222
D819,29,0,2,3,1,0,0,0,1,0.4375,5,2,0.017708333,81.13103448,8.477225575,4.670814138,10.28586207,12.97931034,9.147586207
D820,16,0,4,2,1,1,0,0,0,0,1,0,0.046875,90.1325,8.477225575,2.194488125,2.46625,8.9,4.6625
D821,11,0,0,2,1,0,0,0,0,0,0,0,0,87.99727273,8.477225575,1.287123909,-0.087272727,8.036363636,3.718181818
D822,36,1,1,5,2,2,2,0,0,0,5,2,0.833333333,62.195,13.95445115,8.203364667,16.45666667,18.84444444,13.52777778
D823,21,0,2,2,1,1,1,0,0,0,3,0,0.375,76.74857143,12.48683298,3.509752857,5.667142857,14.11428571,7.771428571
D824,27,0,1,5,1,0,0,0,1,0.4375,2,2,0.25,76.03,8.477225575,3.138418667,8.118888889,12.28148148,9.362222222
D825,15,0,2,3,0,2,0,0,0,0,1,1,0.0125,101.37,3,2.218204067,2.084,6,2.846666667
D826,61,0,4,2,6,2,2,0,0,0,9,6,1.641666667,47.83803279,10.74596669,3.667095623,25.05311475,25.71147541,21.74098361
D827,17,0,1,3,1,1,0,0,0,0,1,0,0.166666667,95.02705882,8.477225575,0.098320765,1.2,9.152941176,4.228235294
D828,11,0,1,1,0,1,0,0,1,0.4375,0,1,-0.166666667,126.4518182,3,-2.989131364,-3.512727273,4.4,-1.645454545
D829,34,1,1,4,2,2,0,0,0,0,6,2,0.887208333,90.21323529,10.74596669,1.487345265,10.11558824,15.95294118,9.122941176
D830,13,0,1,1,1,1,0,0,0,0,2,2,0,115.5476923,3,0.467396846,-0.075384615,5.2,0.372307692
D831,11,0,1,1,1,1,0,0,1,0.4375,1,1,0.125,118.7609091,8.477225575,-0.316471818,-1.371818182,8.036363636,-0.572727273
D832,25,0,2,2,3,2,0,0,1,0.4375,6,0,1.194444444,79.94,8.477225575,4.1831684,8.026,11.6,8.32
D833,24,0,1,4,0,2,1,0,0,0,1,2,-0.05,83.775,8.477225575,3.300877375,6.85875,11.26666667,7.536666667
D834,16,0,5,2,2,1,0,0,0,0,1,0,0,121.8575,3,-0.010456,0.7,6.4,0.2375
D835,20,0,1,2,2,1,1,0,1,0.4375,1,0,0.0625,101.935,10.74596669,0.65337755,2.9355,12,4.01
D836,15,0,1,3,0,2,0,0,1,0.4375,2,1,0.1875,107.01,3,3.394174267,3.026,6,2.06
D837,9,0,1,1,1,1,0,0,0,0,1,0,0.2,131.9,3,-4.061993667,-4.893333333,3.6,-2.902222222
D838,14,0,2,3,1,1,0,0,0,0,3,1,0.4375,120.1107143,3,1.825318643,1.382142857,5.6,-0.015714286
D839,18,0,1,2,1,1,0,0,0,0,1,3,0.0625,103.965,8.477225575,2.481619944,3.531666667,9.422222222,3.23
D840,17,0,1,1,1,1,0,0,0,0,1,0,0.625,90.05058824,8.477225575,5.286424588,5.355882353,9.152941176,4.922352941
D841,15,0,1,3,1,2,0,0,0,0,1,1,-0.291666667,118.29,3,0.258253733,0.514,6,0.486666667
D842,16,0,1,1,1,2,0,0,0,0,2,0,0.1875,116.57,3,-0.010456,0.7,6.4,0.975
D843,26,0,1,3,0,2,0,0,1,-0.375,3,1,0.375,60.05269231,13.95445115,9.972849423,13.12730769,16.55384615,11.34230769
D844,9,0,4,4,0,0,0,0,0,0,0,0,0,103.7,3,5.737758,2.956666667,3.6,1.031111111
D845,7,0,1,1,0,0,0,0,0,0,2,0,0.25,78.87285714,10.74596669,4.331824429,1.582857143,14.22857143,3.997142857
D846,14,0,1,2,0,0,0,0,0,0,1,1,-0.625,108.025,3,4.345254786,3.400714286,5.6,1.67
D847,10,0,1,4,0,0,0,0,0,0,1,1,0,69.785,3,8.2877826,5.236,4,6.01
D848,7,0,0,2,0,0,0,0,0,0,0,1,-0.642857143,115.13,3,-0.708047857,-2.454285714,2.8,-1.06
D849,49,1,1,5,4,2,0,0,1,0.4375,13,0,2.35,60.41428571,12.48683298,7.954756673,22.58285714,22.04897959,17.00571429
D850,8,0,1,0,0,0,0,0,0,0,0,1,-0.291666667,82.39,10.74596669,2.55022725,0.2325,13.2,3.755
D851,18,0,1,1,0,2,1,0,0,0,1,2,-0.5,75.765,10.74596669,7.381495778,7.456666667,11.64444444,7.163333333
D852,16,0,2,5,0,1,2,0,0,0,2,0,0.875,100.7075,8.477225575,2.561978813,2.760625,8.9,3.1875
D853,22,0,1,2,1,2,0,0,0,0,2,3,-0.166666667,80.67772727,10.74596669,6.106457682,8.195909091,12.43636364,7.471818182
D854,16,0,1,1,0,2,1,0,0,0,1,1,-0.4375,100.7075,8.477225575,4.766922938,4.526875,8.9,3.1875
D855,38,0,2,7,1,2,0,0,0,0,3,4,-1.041666667,48.04394737,13.95445115,7.713651974,17.02973684,19.41052632,15.99842105
D856,19,0,3,6,0,1,0,0,1,-0.475,0,2,-0.333333333,40.61315789,13.95445115,16.68321337,15.33842105,16.02105263,12.31473684
D857,18,0,1,2,1,0,0,0,0,0,2,1,0.3,99.265,3,1.828303167,3.008333333,7.2,3.885555556
D858,8,0,1,1,0,0,0,0,0,0,1,1,0.0625,92.965,3,3.285208625,0.82125,3.2,2.28
D859,8,0,0,2,0,1,0,0,1,0.4375,1,0,0.125,114.115,3,0.345283125,-1.53375,3.2,-0.67
D860,67,0,0,7,1,0,5,1,1,0.4375,10,3,1.127595238,18.87477612,18.49193338,8.681142328,32.03477612,31.5761194,27.27134328
D861,220,1,3,19,21,0,18,0,0,0,35,18,5.296562118,-121.4459091,26.23790008,7.103033645,107.0246364,91.27272727,84.85272727
D862,105,1,2,12,7,2,6,0,0,0,17,8,2.050694444,0.351428571,16.41640786,6.76483341,49.37171429,44.28571429,39.2952381
D863,20,0,0,3,1,1,0,0,0,0,3,3,0.291666667,76.555,8.477225575,9.1791615,9.765,10,7.55
D864,18,0,0,1,0,0,0,0,0,0,2,3,0.116071429,89.865,3,8.361470944,8.241666667,7.2,5.196666667
D865,29,0,0,3,1,0,0,0,1,-0.375,4,4,-0.260416667,84.04827586,3,5.887335034,11.26034483,11.6,8.740689655
