Doc,Length,Uppercase(num),Exclamation/Question(num),SpellMiss(num),FirstPronouns(num),SecondPronouns(num),ThirdPronouns(num),BadWord(num),Emot(num),EmotMean(score),SentiPos(num),SentiNeg(num),Senti(score),FRE,SMOG,CLI,ARI,FOG,FKGL
D501,10,0,0,2,0,2,0,0,0,0,0,2,-0.1875,112.085,3,1.8199465,0.055,4,0.11
D502,9,0,0,1,0,2,0,1,0,0,2,0,1.125,113.1,3,0.511223778,-1.23,3.6,-0.28
D503,11,0,0,1,0,2,0,0,0,0,2,1,0.1875,111.07,3,0.218060091,-0.943636364,4.4,0.5
D504,28,1,1,2,1,2,1,1,0,0,1,6,-1.0388,87.77214286,3,6.241922071,11.07357143,11.2,7.972857143
D505,19,4,3,5,1,2,0,2,0,0,1,2,-0.625,102.95,8.477225575,3.685648,4.926842105,9.705263158,3.62
D506,37,1,0,5,1,6,0,2,1,-0.525,2,4,-0.4375,64.10162162,10.74596669,5.647624649,14.89162162,16.96216216,13.51027027
D507,14,1,4,2,0,2,0,0,1,0.4375,4,1,0.3,101.9821429,8.477225575,4.765244143,3.737142857,8.457142857,2.512857143
D508,21,0,0,5,0,1,0,0,0,0,2,1,0.8125,100.92,3,5.46970319,7.237142857,8.4,4.4
D509,7,0,0,1,0,2,0,0,0,0,1,0,0.875,127.2157143,3,-2.388005286,-3.8,2.8,-2.745714286
D510,9,2,0,2,0,0,0,0,1,0.4375,0,1,-0.25,131.9,3,5.084441222,2.433333333,3.6,-2.902222222
D512,3,0,0,0,0,0,0,0,0,0,0,0,0,203.79,3,-17.82342933,-13.65,1.2,-14.42
D514,32,1,1,5,4,3,0,0,1,-0.375,5,0,0.880208333,95.0425,3,0.730401156,8.5528125,12.8,7.9525
D518,10,0,1,2,0,0,0,0,0,0,0,0,0,129.005,3,-2.8839343,-3.713,4,-2.25
D519,5,0,0,0,0,0,0,0,0,0,1,1,-0.0625,134.08,3,-4.078707,-4.8,2,-4.2
D520,20,0,1,3,3,1,0,0,0,0,1,1,0.34375,110.395,3,0.9473701,3.171,8,2.83
D522,28,2,0,3,1,3,0,1,2,0.6875,6,3,0.705194805,72.665,8.477225575,8.131874179,12.5875,12.62857143,10.08
D524,12,0,4,4,1,1,0,0,0,0,0,1,-0.125,117.105,3,-3.076795583,-3.2625,4.8,-0.093333333
D525,22,0,1,3,1,1,1,0,0,0,3,0,0.5875,92.21409091,3,4.502861955,6.911363636,8.8,5.862727273
D528,14,0,2,3,0,2,0,0,0,0,2,0,0.25,108.025,3,-0.6946175,-0.636428571,5.6,1.67
D529,4,1,3,1,0,0,0,1,0,0,0,1,-0.375,202.775,3,-7.02803375,-6.4775,1.6,-14.03
D530,126,1,2,16,4,11,2,8,0,0,23,11,0.11725,-21.76928571,12.48683298,6.410474183,59.5502381,51.35238095,47.59761905
D531,42,0,2,11,3,3,2,2,0,0,3,2,0,63.49071429,8.477225575,5.614176429,17.28857143,17.75238095,14.83761905
D534,21,0,0,3,2,0,2,0,2,-1.875,3,2,0.53125,100.92,3,0.70982381,3.424285714,8.4,4.4
D543,20,0,1,1,1,2,1,2,0,0,0,3,-0.375,101.935,3,3.2993105,5.055,8,4.01
D545,36,3,6,9,2,0,1,4,1,-0.375,1,5,-0.304166667,83.345,3,5.263439167,14.10166667,14.4,10.57777778
D546,20,0,0,6,1,2,0,0,0,0,0,2,-0.25,106.165,3,1.5353552,3.642,8,3.42
D547,18,0,3,4,0,2,0,1,1,0.4375,0,3,-0.875,71.065,10.74596669,5.421545444,5.886666667,11.64444444,7.818888889
D548,35,7,0,10,3,1,2,1,0,0,2,3,-0.1125,103.63,3,2.337364086,11.27657143,14,7.5
D549,80,0,0,7,4,3,3,4,0,0,8,6,-0.649038462,27.2875,10.74596669,3.085867025,33.99525,33,29.3275
D550,16,1,0,3,1,1,0,1,0,0,3,1,0.3125,121.8575,3,3.296960188,3.349375,6.4,0.2375
D551,25,0,0,2,1,1,0,2,0,0,5,1,0.265625,86.708,8.477225575,2.30161608,6.5188,11.6,7.376
D553,27,0,0,7,1,0,1,0,0,0,5,1,2.0125,54.09666667,13.95445115,7.92940837,11.95666667,16.72592593,12.42148148
D554,57,0,1,8,0,4,2,5,0,0,8,7,-1.470982143,42.11684211,12.48683298,6.167972105,25.08368421,24.90526316,21.54526316
D555,31,0,1,5,2,2,0,7,0,0,1,4,-0.4375,85.31193548,3,2.781046742,9.719354839,12.4,9.061290323
D557,35,2,1,8,0,3,0,3,0,0,5,4,-0.244791667,77.04142857,3,5.865274686,14.10257143,14,11.20857143
D561,24,1,3,8,1,1,0,0,0,0,4,1,-0.227375,87.3,10.74596669,5.260827708,8.42875,12.93333333,7.045
D562,20,0,0,3,3,0,1,0,0,0,7,0,1.758928571,85.015,10.74596669,2.7113254,4.584,12,6.37
D563,17,0,1,4,0,2,0,1,0,0,3,3,-0.625,119.9094118,3,0.790067941,1.754117647,6.8,0.757647059
D567,14,0,1,2,1,0,0,0,0,0,2,1,0.666666667,120.1107143,3,-2.374574929,-1.982142857,5.6,-0.015714286
D572,19,1,0,4,0,3,0,0,0,0,2,1,0.8125,111.8552632,3,-0.337407947,1.704210526,7.6,2.377894737
D574,11,0,1,4,0,0,0,0,0,0,0,1,-0.125,118.7609091,3,0.752592,-0.515454545,4.4,-0.572727273
D575,22,0,1,4,1,1,0,0,0,0,3,5,-0.289583333,84.52318182,8.477225575,4.770127909,7.125454545,10.61818182,6.935454545
D576,55,0,1,9,3,3,2,1,1,-0.125,5,6,0.28125,49.49,12.48683298,4.935615436,23.11163636,24.18181818,20.02
D577,21,0,0,3,1,3,0,0,0,0,2,1,0.615131579,-11.88,8.477225575,17.5093981,16.88142857,10.3047619,20.13333333
D578,5,0,1,2,0,0,0,0,0,0,1,0,0.5625,151,3,-8.7825878,-8.568,2,-6.56
D582,14,0,1,2,0,1,1,0,0,0,2,2,0.406798246,126.1535714,3,1.825318643,1.382142857,5.6,-0.858571429
D584,22,0,2,2,3,2,2,0,0,0,2,1,0.434083333,103.7504545,3,-1.911520955,1.773181818,8.8,4.253636364
D585,30,2,0,6,4,2,0,2,0,0,5,4,0.1625,97.425,10.74596669,3.5964368,9.898,14.66666667,7.123333333
D586,49,18,0,21,4,2,6,1,0,0,2,3,-0.303125,105.3040816,8.477225575,4.594841816,19.89142857,20.41632653,10.7444898
D587,42,0,0,4,6,0,1,1,0,0,5,2,0.8125,51.405,12.48683298,5.194187071,16.95214286,19.65714286,16.52333333
D588,27,0,0,5,2,3,0,2,0,0,2,1,0.125,82.29666667,10.74596669,3.791735444,8.642222222,13.76296296,8.488148148
D589,42,0,1,6,2,4,1,1,0,0,5,3,0.659666667,61.47642857,8.477225575,5.054190619,16.84,17.75238095,15.11857143
D590,70,1,4,7,5,0,4,2,0,0,6,8,-0.552884615,39.09928571,8.477225575,7.043930957,32.20814286,28.57142857,25.19571429
D591,33,0,1,5,2,1,3,1,0,0,5,2,0.3625,73.35818182,8.477225575,1.833051273,9.913636364,14.41212121,11.22545455
D592,31,0,3,3,5,4,0,1,0,0,6,2,1.601190476,93.49903226,3,1.073993226,8.351935484,12.4,7.919354839
D596,32,0,0,6,4,4,1,0,0,0,7,1,1.0625,89.755,10.74596669,2.200363906,9.7303125,15.3,8.69
D597,17,0,0,3,1,2,0,2,0,0,2,2,-0.5125,104.98,3,1.135941529,2.031176471,6.8,2.84
D599,10,0,1,2,0,0,0,0,1,0.4375,1,0,0.083333333,120.545,3,-2.2959492,-3.242,4,-1.07
D601,23,0,0,7,0,2,1,1,0,0,2,4,-0.131009615,102.5682609,8.477225575,6.943487913,9.319565217,10.93913043,4.666956522
D602,19,0,0,4,1,0,0,2,0,0,2,2,0.125,107.4026316,8.477225575,0.281523737,2.2,9.705263158,2.998947368
D608,43,27,1,24,1,2,2,1,0,0,4,5,0.177631579,125.8086047,8.477225575,7.030523721,18.91,18.13023256,6.393953488
D609,53,1,3,9,4,2,1,1,1,-0.375,11,6,-0.388541667,68.44,8.477225575,3.277428962,20.79962264,21.95471698,16.88
D610,42,0,0,6,4,2,3,0,0,0,5,2,0.895,71.54785714,3,3.934219,15.94285714,16.8,13.71380952
D612,23,2,3,8,1,0,0,1,0,0,1,3,-0.375,102.5682609,8.477225575,4.642676652,7.476521739,10.93913043,4.666956522
D619,17,0,0,3,0,1,1,0,0,0,2,2,-0.145833333,104.98,3,-0.9393,0.368823529,6.8,2.84
D621,35,1,0,4,4,3,0,1,0,0,6,3,0.948464912,74.62428571,8.477225575,4.017321514,12.62228571,15.14285714,11.54571429
D622,33,0,0,3,3,0,3,1,0,0,6,3,0.093,70.79454545,10.74596669,3.793001606,11.48363636,15.62424242,11.5830303
D623,57,0,0,6,1,3,2,1,1,-0.375,6,8,-0.8,53.99052632,3,4.723798175,23.92684211,22.8,19.88912281
D625,32,0,0,6,0,2,1,2,0,0,2,0,0.708333333,84.4675,8.477225575,3.486581313,10.760625,14.05,9.4275
D626,11,0,0,2,1,1,0,0,0,0,2,2,0.625,95.68818182,8.477225575,1.287123909,-0.087272727,8.036363636,2.645454545
D627,54,2,0,8,3,3,0,6,0,0,8,4,0.442708333,58.025,8.477225575,5.319623204,22.92722222,22.34074074,18.58111111
D632,36,0,0,19,2,1,3,3,0,0,1,7,-1.229166667,80.995,8.477225575,6.406743528,15.0175,15.51111111,10.90555556
D635,14,0,0,3,1,1,0,1,0,0,1,1,0.009615385,144.2821429,3,-4.474521714,-3.664285714,5.6,-3.387142857
D636,45,0,2,8,3,3,1,3,0,0,7,5,-0.607886905,63.4,8.477225575,4.186511067,17.60733333,18.88888889,15.59555556
D639,7,0,1,3,0,0,0,0,0,0,0,0,0,127.2157143,3,-3.227984,-4.472857143,2.8,-2.745714286
D651,9,0,1,2,1,0,0,0,0,0,1,0,0.291666667,131.9,3,-0.142093,-1.753333333,3.6,-2.902222222
D654,21,0,0,2,3,2,0,1,0,0,2,3,-0.293269231,104.9485714,3,0.989816714,3.648571429,8.4,3.838095238
D655,41,0,0,4,1,3,2,2,0,0,5,2,0.6625,66.17609756,3,3.555095024,15.15292683,16.4,14.21463415
D656,36,0,0,3,3,1,0,1,0,0,3,6,-1.729166667,73.945,12.48683298,1.833526083,11.35416667,17.73333333,11.88888889
D659,7,0,0,2,0,1,0,0,1,0.4375,2,0,0.559083333,151.3871429,3,-4.067962714,-5.145714286,2.8,-6.117142857
D660,24,0,0,3,2,1,0,2,0,0,4,6,-0.940916667,108.45,8.477225575,1.340927042,5.28875,11.26666667,4.095
D666,40,1,14,6,3,6,0,1,0,0,3,10,-1.869791667,64.715,10.74596669,6.68492545,17.1745,18,14.17
D670,7,1,1,2,0,1,1,1,1,0.4375,1,1,-0.0625,163.4728571,3,-4.907941429,-5.818571429,2.8,-7.802857143
D671,9,1,1,3,1,0,0,0,0,0,1,0,0.1875,178.9,3,-7.981894333,-8.033333333,3.6,-9.457777778
D672,19,0,0,5,0,0,0,1,1,-0.475,3,2,0.182142857,111.8552632,3,1.828852947,3.439473684,7.6,2.377894737
D673,44,0,0,4,4,6,0,2,0,0,8,2,1.5625,73.72954545,3,4.106236318,17.055,17.6,13.90636364
D674,29,1,1,3,2,2,1,0,2,0.0625,5,1,1.0625,92.8,8.477225575,2.64327931,8.661724138,12.97931034,7.52
D675,47,0,1,5,3,0,4,2,0,0,5,4,-0.145833333,47.53,15.24744871,6.213360915,20.20851064,23.05531915,18.30595745
D678,46,0,1,6,2,4,2,0,0,0,7,5,-0.46875,62.67108696,8.477225575,5.669346935,19.28369565,19.26956522,15.94565217
D683,10,0,0,3,0,2,0,0,0,0,0,0,0,137.465,3,0.0559912,-1.358,4,-3.43
D685,17,0,1,2,2,3,0,3,0,0,1,3,-0.625,114.9329412,3,0.790067941,1.754117647,6.8,1.451764706
D686,11,0,0,3,0,2,0,1,0,0,1,1,0,126.4518182,3,-2.989131364,-3.512727273,4.4,-1.645454545
D687,17,0,0,4,0,2,0,3,0,0,2,3,-0.1,104.98,3,1.135941529,2.031176471,6.8,2.84
D688,62,0,5,8,3,5,1,4,0,0,6,3,0.036458333,57.94048387,8.477225575,3.542769855,25.44725806,25.44516129,20.58032258
D693,24,0,2,4,0,0,0,0,0,0,2,0,0.865131579,73.2,10.74596669,4.280852542,7.64375,12.93333333,9.011666667
D694,20,0,0,7,0,0,1,0,0,0,1,1,0.4375,106.165,3,3.59330305,5.2905,8,3.42
D696,41,0,2,3,2,0,3,0,0,0,2,3,-0.28125,72.36634146,12.48683298,3.268273024,14.92317073,19.32682927,13.35121951
D703,28,0,0,9,1,0,0,0,0,0,3,2,0.78125,93.815,12.48683298,5.611938036,10.56892857,15.48571429,7.13
D715,22,0,1,2,1,0,1,0,0,0,6,0,0.567708333,76.83227273,10.74596669,5.839191727,7.981818182,12.43636364,8.008181818
D720,25,0,1,4,1,0,0,0,1,0.4375,1,2,0.041666667,79.94,12.48683298,4.1831684,8.026,14.8,8.32
D722,41,1,1,3,1,0,3,0,0,0,11,2,2.023464912,64.11268293,8.477225575,4.702383024,16.07195122,17.37560976,14.50243902
D725,43,0,1,4,0,2,3,0,0,0,7,5,-0.2875,53.01325581,15.24744871,7.987708767,19.67674419,21.85116279,16.54744186
D726,16,0,1,1,1,0,1,0,0,0,5,0,0.609375,105.995,3,4.766922938,4.526875,6.4,2.45
D732,13,0,4,2,0,1,0,0,0,0,0,2,-1,76.50153846,10.74596669,2.276581769,1.373846154,11.35384615,5.818461538
D735,11,0,1,2,1,1,0,0,0,0,2,0,0.844298246,126.4518182,3,-1.385535636,-2.228181818,4.4,-1.645454545
D737,12,1,1,2,0,1,0,0,0,0,0,0,0,124.155,8.477225575,-1.11684525,-1.6925,8.133333333,-1.076666667
D741,42,0,3,3,1,2,0,0,0,0,4,3,0.671875,71.54785714,3,3.094240286,15.27,16.8,13.71380952
D748,15,0,1,3,0,1,1,0,0,0,1,2,-0.416666667,107.01,3,2.610194133,2.398,6,2.06
D759,8,0,1,2,0,1,0,0,0,0,1,1,-0.083333333,103.54,10.74596669,1.0802645,-0.945,13.2,0.805
D760,13,0,1,2,0,1,0,0,0,0,2,1,-0.208333333,89.51692308,12.48683298,2.276581769,1.373846154,14.43076923,4.003076923
D761,12,0,1,3,0,1,0,0,0,0,3,0,0.90625,88.905,8.477225575,5.252993333,3.41,8.133333333,3.84
D767,27,0,2,2,0,2,0,0,0,0,2,2,-0.703125,79.16333333,8.477225575,4.227279963,8.991111111,12.28148148,8.925185185
D768,12,0,1,1,0,1,0,0,0,0,4,0,1.09375,81.855,10.74596669,6.722956083,4.5875,11.46666667,4.823333333
D771,19,0,1,4,1,1,0,0,1,0.4375,0,0,0,71.78157895,8.477225575,3.685648,4.926842105,9.705263158,7.967368421
D775,12,3,1,4,0,2,0,0,0,0,3,0,0.5,124.155,8.477225575,0.843105083,-0.1225,8.133333333,-1.076666667
D778,22,0,1,1,0,1,2,0,0,0,2,1,0.1875,88.36863636,8.477225575,2.364734318,5.198636364,10.61818182,6.399090909
D781,13,0,1,1,0,1,0,0,0,0,2,1,0.03125,109.04,8.477225575,0.467396846,-0.075384615,8.276923077,1.28
D782,46,1,1,5,2,1,4,0,1,0.4375,3,2,0.824404762,58.99282609,8.477225575,5.285878391,18.97652174,19.26956522,16.45869565
D790,42,0,2,3,2,3,1,0,1,0.4375,5,3,1.193595238,69.53357143,10.74596669,3.094240286,15.27,18.7047619,13.9947619
D791,27,0,1,3,2,2,0,0,0,0,3,1,0.291666667,88.56333333,3,3.573963185,8.467777778,10.8,7.614074074
D794,24,0,1,5,2,1,1,0,1,0.4375,4,2,-0.041666667,94.35,10.74596669,2.320902208,6.07375,12.93333333,6.061666667
D796,13,0,1,1,0,2,0,0,0,0,2,2,0.0875,115.5476923,3,1.371989308,0.649230769,5.2,0.372307692
D799,48,0,1,5,1,1,0,0,0,0,6,6,-0.264880952,43.5525,12.48683298,8.694657979,22.685625,21.7,19.10916667
D804,44,0,3,6,2,1,4,0,0,0,6,2,0.75,50.65681818,15.24744871,6.778895864,19.19590909,22.14545455,17.12454545
D806,9,0,0,3,0,0,0,0,0,0,2,0,0.425,141.3,3,-0.795409778,-2.276666667,3.6,-4.213333333
D812,86,1,1,9,5,3,0,0,1,0.25,9,5,0.6,3.465930233,18.49193338,7.921524744,40.84813953,38.12093023,34.14069767
D818,9,0,1,2,0,0,0,0,0,0,2,1,-0.078125,131.9,3,-2.755360111,-3.846666667,3.6,-2.902222222
D826,61,0,4,3,6,2,2,0,0,0,9,6,1.641666667,46.45114754,10.74596669,3.667095623,25.05311475,25.71147541,21.93442623
D837,9,0,1,2,1,1,0,0,0,0,1,0,0.2,131.9,3,-4.061993667,-4.893333333,3.6,-2.902222222
D838,14,0,2,4,1,1,0,0,0,0,3,1,0.4375,120.1107143,3,1.825318643,1.382142857,5.6,-0.015714286
D839,18,0,1,3,1,1,0,0,0,0,1,3,0.0625,103.965,8.477225575,2.481619944,3.531666667,9.422222222,3.23
D840,17,0,1,2,1,1,0,0,0,0,1,0,0.625,90.05058824,8.477225575,5.286424588,5.355882353,9.152941176,4.922352941
D842,16,0,1,2,1,2,0,0,0,0,2,0,0.1875,111.2825,3,-0.010456,0.7,6.4,1.7125
D846,14,0,1,3,0,0,0,0,0,0,1,1,-0.625,108.025,3,4.345254786,3.400714286,5.6,1.67
D850,8,0,1,1,0,0,0,0,0,0,0,1,-0.291666667,82.39,10.74596669,2.55022725,0.2325,13.2,3.755
D858,8,0,1,2,0,0,0,0,0,0,1,1,0.0625,92.965,3,3.285208625,0.82125,3.2,2.28
D859,8,0,0,3,0,1,0,0,1,0.4375,1,0,0.125,124.69,3,0.345283125,-1.53375,3.2,-2.145
D864,18,0,0,2,0,0,0,0,0,0,2,3,0.116071429,89.865,3,8.361470944,8.241666667,7.2,5.196666667
D872,14,0,1,3,1,1,0,0,0,0,0,1,-0.125,101.9821429,3,0.985339929,0.709285714,5.6,2.512857143
D874,22,0,1,2,1,1,1,0,0,0,2,4,-1.869791667,99.905,3,1.028404545,4.128181818,8.8,4.79
D879,12,0,2,1,1,1,0,0,0,0,3,0,1.094298246,124.155,3,-4.05677075,-4.0475,4.8,-1.076666667
D889,18,0,2,1,1,1,0,0,1,0.4375,1,0,0.125,89.865,8.477225575,1.174986389,2.485,9.422222222,5.196666667
D891,27,0,1,3,1,1,0,0,0,0,7,2,0.980357143,94.83,3,3.138418667,8.118888889,10.8,6.74
D893,13,0,1,2,0,1,1,0,0,0,2,1,0.125,109.04,3,1.371989308,0.649230769,5.2,1.28
D894,29,0,2,3,0,0,1,0,0,0,6,3,0.663541667,72.37931034,8.477225575,7.306609414,12.39724138,12.97931034,10.36827586
D904,14,0,2,2,0,2,0,0,0,0,3,1,0.3125,101.9821429,3,-3.214553643,-2.655,5.6,2.512857143
D905,48,0,2,7,4,0,5,0,0,0,2,2,0.145833333,68.2275,10.74596669,5.142248,19.84,20.86666667,15.6675
D906,18,0,1,0,1,1,0,0,0,0,2,3,0.2125,94.565,10.74596669,4.114911889,4.84,11.64444444,4.541111111
D915,15,0,1,3,0,1,0,0,1,-0.375,4,2,1.020833333,107.01,3,2.610194133,2.398,6,2.06
D916,14,0,0,2,1,1,0,0,0,0,2,1,0.1085,108.025,3,0.565350571,0.372857143,5.6,1.67
D919,13,0,1,3,1,1,0,0,1,-0.475,3,1,0.864583333,115.5476923,3,-1.794084308,-1.886923077,5.2,0.372307692
D928,14,0,1,3,0,2,0,0,0,0,0,2,-0.4375,114.0678571,3,-0.274628143,-0.3,5.6,0.827142857
D932,10,0,1,3,0,1,0,0,1,0.25,3,1,0.708333333,112.085,8.477225575,2.9959167,0.997,8,0.11
D947,12,0,1,2,0,1,0,0,0,0,2,3,-0.1875,117.105,3,-0.136870083,-0.9075,4.8,-0.093333333
D955,15,0,1,2,0,2,0,0,0,0,3,3,-0.28125,84.45,8.477225575,4.1781544,3.654,8.666666667,5.206666667
D956,16,5,1,6,0,1,0,0,0,0,4,1,1.229166667,127.145,8.477225575,-1.48041875,-0.4775,8.9,-0.5
D957,45,0,1,4,0,1,2,0,0,0,8,2,2.387041667,69.04,12.48683298,3.925184356,17.398,20.66666667,14.80888889
D971,13,0,1,3,0,1,0,0,0,0,3,3,-0.364583333,76.50153846,12.48683298,5.442655385,3.91,14.43076923,5.818461538
D977,16,0,3,4,0,3,0,0,0,0,3,3,-0.161458333,100.7075,3,1.45950675,1.8775,6.4,3.1875
D984,39,4,3,10,1,2,2,0,2,-0.25,5,6,0.237980769,95.66538462,3,1.230866205,12.32076923,15.6,9.604615385
D991,19,0,1,4,0,2,0,0,0,0,1,4,-1.76875,102.95,3,2.138318789,3.687368421,7.6,3.62
D998,10,0,1,2,0,1,0,0,0,0,1,1,0.1875,112.085,3,-1.7079641,-2.771,4,0.11
D1000,16,0,1,3,0,2,0,0,0,0,1,1,0,95.42,8.477225575,2.194488125,2.46625,8.9,3.925
D1001,20,0,1,4,0,2,0,0,0,0,1,3,-0.18125,101.935,3,0.06539245,2.4645,8,4.01
D1004,14,0,1,3,1,1,0,0,1,-1.25,1,1,0.3125,108.025,3,-2.374574929,-1.982142857,5.6,1.67
D1013,32,0,1,5,4,1,0,0,0,0,5,3,-0.095238095,71.24875,12.48683298,4.405308031,11.4965625,16.55,11.27125
D1019,11,0,1,3,0,1,0,0,0,0,4,0,0.775,95.68818182,8.477225575,4.494315364,2.481818182,8.036363636,2.645454545
D1020,16,0,1,5,0,1,0,0,1,0.4375,0,1,-0.1875,111.2825,3,0.724525375,1.28875,6.4,1.7125
D1023,43,1,2,9,6,4,0,0,0,0,5,2,1.166666667,74.65511628,3,2.51807993,15.29534884,17.2,13.52883721
D1033,35,0,2,5,2,2,1,0,0,0,7,5,0.55625,89.12714286,3,4.185317257,12.75685714,14,9.522857143
D1038,18,0,1,4,0,1,0,0,0,0,3,1,0.125,99.265,3,1.828303167,3.008333333,7.2,3.885555556
D1039,46,0,3,6,3,1,2,0,1,0.4375,9,4,1.125,70.0276087,8.477225575,3.112889978,17.23586957,19.26956522,14.91956522
D1040,10,0,1,2,0,1,0,0,0,0,2,1,0.25,137.465,3,-4.0599045,-4.655,4,-3.43
D1042,32,0,1,6,1,2,0,0,1,0.4375,6,1,0.470833333,73.8925,8.477225575,5.140289406,12.0853125,14.05,10.9025
D1054,9,1,1,4,0,1,0,0,0,0,1,2,-0.4375,141.3,3,-3.408676889,-4.37,3.6,-4.213333333
D1056,12,0,1,3,0,1,0,0,0,0,0,2,-0.75,110.055,3,-1.606832833,-2.085,4.8,0.89
D1058,22,0,1,2,2,1,0,0,0,0,2,4,-0.800595238,84.52318182,8.477225575,2.899266227,5.626818182,10.61818182,6.935454545
D1061,14,0,2,2,1,1,0,0,0,0,1,2,0.15625,71.76785714,10.74596669,3.925265429,3.064285714,11.31428571,6.727142857
D1064,24,0,1,4,2,1,0,0,1,0.4375,0,1,-0.125,73.2,3,1.585920833,5.485,9.6,9.011666667
D1068,12,0,1,3,1,1,0,0,0,0,1,1,0.0625,103.005,8.477225575,-0.136870083,-0.9075,8.133333333,1.873333333
D1069,14,0,3,2,1,1,0,0,1,0.4375,2,0,0.802083333,89.89642857,3,4.765244143,3.737142857,5.6,4.198571429
D1085,9,0,1,2,0,2,0,0,0,0,1,1,-0.1875,122.5,3,-3.408676889,-4.37,3.6,-1.591111111
D1088,12,0,1,2,1,1,0,0,0,0,3,0,0.5625,95.955,8.477225575,2.313067833,1.055,8.133333333,2.856666667
D1095,17,0,1,3,1,1,0,0,0,0,2,4,-0.74702381,114.9329412,3,-0.593426412,0.645882353,6.8,1.451764706
D1096,110,0,2,14,12,3,9,0,0,0,14,6,2.664583333,3.663181818,12.48683298,3.4940886,49.24145455,45.09090909,40.07545455
D1097,9,0,1,3,0,1,0,0,0,0,2,0,0.71875,122.5,3,-3.408676889,-4.37,3.6,-1.591111111
D1099,10,0,1,2,0,2,0,0,0,0,2,1,0.633928571,120.545,3,-1.7079641,-2.771,4,-1.07
D1105,15,0,1,3,1,1,0,0,0,0,0,2,-0.4375,107.01,8.477225575,0.258253733,0.514,8.666666667,2.06
D1108,11,0,1,2,1,1,0,0,0,0,1,1,0.0625,118.7609091,3,-1.920067545,-2.656363636,4.4,-0.572727273
D1109,16,0,1,3,0,1,0,0,0,0,2,0,0.291666667,74.27,12.48683298,5.134413625,4.82125,13.9,6.875
D1110,28,0,1,5,3,1,1,0,0,0,1,3,-0.0625,81.72928571,8.477225575,1.622039143,7.372857143,12.62857143,8.815714286
D1114,8,0,1,2,0,1,0,0,0,0,0,2,-0.5625,124.69,3,-1.859661,-3.3,3.2,-2.145
D1115,16,0,1,2,0,1,0,0,0,0,3,1,0.5,84.845,12.48683298,4.031941563,3.938125,13.9,5.4
D1117,17,0,3,4,0,1,0,0,1,0.4375,2,1,0.526785714,75.12117647,3,5.286424588,5.355882353,6.8,7.004705882
D1118,16,0,1,2,0,1,0,0,0,0,2,2,0.455357143,90.1325,10.74596669,3.296960188,3.349375,11.4,4.6625
D1120,13,0,1,2,0,1,0,0,0,0,1,2,0.3125,115.5476923,3,0.467396846,-0.075384615,5.2,0.372307692
D1123,14,0,1,2,0,1,0,0,0,0,1,3,-0.8125,71.76785714,10.74596669,5.605222857,4.41,11.31428571,6.727142857
D1127,16,0,1,4,1,1,0,0,0,0,6,0,1.683035714,90.1325,8.477225575,5.134413625,4.82125,8.9,4.6625
D1128,24,0,1,2,0,2,0,0,0,0,3,2,0.1875,83.775,10.74596669,5.015833917,8.2325,12.93333333,7.536666667
D1136,23,0,1,2,1,1,0,0,1,0.4375,3,3,0.136029412,91.53347826,3,2.341865391,5.633478261,9.2,6.206086957
D1148,17,0,1,2,1,1,0,0,0,0,6,3,0.484375,70.14470588,12.48683298,5.286424588,5.355882353,13.85882353,7.698823529
D1151,12,0,1,1,1,1,0,0,0,0,1,2,0,117.105,3,-3.076795583,-3.2625,4.8,-0.093333333
D1160,65,1,1,8,8,3,4,0,0,0,12,2,2.974916667,35.43538462,10.74596669,6.449277862,29.25784615,27.23076923,24.46461538
D1161,28,0,1,2,1,1,2,0,0,0,1,3,-0.270833333,87.77214286,12.48683298,3.092001893,8.550357143,15.48571429,7.972857143
D1166,20,0,1,3,1,2,0,0,0,0,5,1,1.819940476,89.245,10.74596669,6.239236,7.41,12,5.78
D1172,23,0,1,3,0,3,0,0,0,0,3,3,-0.071291667,84.17695652,10.74596669,6.176550826,8.705217391,12.67826087,7.232173913
D1174,11,0,1,3,0,1,0,0,0,0,2,1,0.135416667,95.68818182,8.477225575,3.425251545,1.625454545,8.036363636,2.645454545
D1177,27,0,3,2,4,1,1,0,1,0.4375,11,2,2.573053571,85.43,8.477225575,4.009507704,8.816666667,12.28148148,8.051111111
D1184,24,1,1,4,1,2,0,0,0,0,3,1,0.291666667,104.925,8.477225575,1.585920833,5.485,11.26666667,4.586666667
D1187,63,0,3,8,2,5,5,0,0,0,15,2,2.488447682,39.49,16.41640786,6.315650952,28.16238095,29.00952381,23.40222222
D1190,18,0,1,3,0,1,0,0,0,0,3,2,0.125,113.365,3,1.174986389,2.485,7.2,1.918888889
D1192,29,0,2,4,2,1,0,0,1,0.4375,6,3,-0.020833333,63.62758621,12.48683298,8.117623345,13.04689655,15.73793103,11.58896552
D1199,14,0,1,3,0,2,0,0,0,0,3,3,0,120.1107143,3,0.985339929,0.709285714,5.6,-0.015714286
D1209,22,0,3,2,0,2,1,0,0,0,5,0,1.072916667,84.52318182,8.477225575,1.028404545,4.128181818,10.61818182,6.935454545
D1220,31,0,1,5,0,2,3,0,0,0,6,2,0.227678571,71.66677419,8.477225575,6.764171613,12.91,13.69032258,10.96451613
D1223,15,0,1,5,1,1,0,0,0,0,0,0,0,90.09,8.477225575,8.098055067,6.794,8.666666667,4.42
